,url,no_votes,no_views,creation_date
445,https://academia.stackexchange.com/questions/140107/should-i-tell-an-editor-that-i-believe-an-article-im-reviewing-is-not-good-enou,16,5625,2019-11-15
446,https://academia.stackexchange.com/questions/140570/is-there-any-job-security-for-tenured-academics-in-denmark,16,2899,2019-11-24
447,https://academia.stackexchange.com/questions/140779/writing-style-in-academic-english,16,3007,2019-11-28
448,https://academia.stackexchange.com/questions/141087/should-i-ask-for-a-submitted-recommendation-letter-to-be-retracted-in-order-to-s,16,6965,2019-12-05
449,https://academia.stackexchange.com/questions/125389/including-proofs-of-known-theorems-in-masters-thesis,15,4039,2019-02-22
450,https://academia.stackexchange.com/questions/125515/what-to-do-with-threats-of-blacklisting,15,6202,2019-02-25
451,https://academia.stackexchange.com/questions/125685/publishing-research-using-outdated-methods,15,3376,2019-02-28
452,https://academia.stackexchange.com/questions/126092/is-being-socially-reclusive-okay-for-a-graduate-student,15,7109,2019-03-07
453,https://academia.stackexchange.com/questions/126963/reply-no-position-while-the-job-posting-is-still-there-hiwi-position-in-ger,15,7048,2019-03-24
454,https://academia.stackexchange.com/questions/127204/how-to-make-a-software-documentation-officially-citable,15,3266,2019-03-28
455,https://academia.stackexchange.com/questions/127786/re-submission-of-rejected-manuscript-without-informing-co-authors,15,2373,2019-04-08
456,https://academia.stackexchange.com/questions/127863/what-is-work-life-balance-like-in-academia-in-japan,15,552,2019-04-10
457,https://academia.stackexchange.com/questions/128357/putting-class-ranking-in-cv-but-against-dept-guidelines,15,5368,2019-04-18
458,https://academia.stackexchange.com/questions/129715/minor-revision-with-suggestion-of-an-alternative-proof-by-reviewer,15,1106,2019-04-26
459,https://academia.stackexchange.com/questions/129773/is-creating-your-own-experiment-considered-cheating-during-a-physics-exam,15,5772,2019-04-27
460,https://academia.stackexchange.com/questions/130768/why-biorxiv-instead-of-arxiv-bio,15,508,2019-05-19
461,https://academia.stackexchange.com/questions/131933/do-details-of-my-undergraduate-title-matter,15,1776,2019-06-15
462,https://academia.stackexchange.com/questions/133452/husband-and-wife-publishing-together-problem-for-tenure-track-jobs,15,664,2019-07-17
463,https://academia.stackexchange.com/questions/133814/should-i-leave-my-phd-after-3-years-with-a-masters,15,1520,2019-07-25
464,https://academia.stackexchange.com/questions/134474/how-should-an-administrative-assistant-reply-to-student-addressing-them-as-prof,15,2856,2019-08-09
465,https://academia.stackexchange.com/questions/135156/where-can-should-i-as-a-high-schooler-publish-a-paper-regarding-the-derivation,15,2700,2019-08-24
466,https://academia.stackexchange.com/questions/137276/how-should-i-avoid-someone-patenting-technology-in-my-paper-poster,15,4019,2019-09-17
467,https://academia.stackexchange.com/questions/137528/can-an-energy-drink-or-chocolate-before-an-exam-be-useful-what-sort-of-other-e,15,8930,2019-09-23
468,https://academia.stackexchange.com/questions/139334/potential-postdoc-advisor-giving-exams-assignment-as-part-of-hiring-process,15,3392,2019-10-31
469,https://academia.stackexchange.com/questions/139861/awards-in-which-gender-identity-is-a-requirement,15,722,2019-11-11
470,https://academia.stackexchange.com/questions/122790/how-common-is-reference-citation-padding,14,1051,2019-01-09
471,https://academia.stackexchange.com/questions/125355/academics-with-adhd-or-autism-what-workplace-accommodations-have-helped-you,14,463,2019-02-21
472,https://academia.stackexchange.com/questions/126053/being-asked-to-review-a-paper-in-conference-one-has-submitted-to,14,2693,2019-03-06
473,https://academia.stackexchange.com/questions/127069/what-defines-a-phd-dissertation-thesis,14,2490,2019-03-26
474,https://academia.stackexchange.com/questions/127076/what-to-do-with-wrong-results-in-talks,14,4209,2019-03-26
475,https://academia.stackexchange.com/questions/127996/academia-and-privacy,14,496,2019-04-12
476,https://academia.stackexchange.com/questions/130863/co-author-wants-to-put-their-current-funding-source-in-the-acknowledgements-sect,14,5423,2019-05-21
477,https://academia.stackexchange.com/questions/131445/recommended-tools-for-graphs-and-charts,14,2402,2019-06-04
478,https://academia.stackexchange.com/questions/131768/is-it-ethical-to-cite-a-reviewers-papers-even-if-they-are-rather-irrelevant,15,4813,2019-06-12
479,https://academia.stackexchange.com/questions/131871/how-useful-is-the-gre-exam,14,3991,2019-06-14
480,https://academia.stackexchange.com/questions/133105/confirming-the-identity-of-a-friendly-reviewer-after-the-reviews,14,6187,2019-07-09
481,https://academia.stackexchange.com/questions/133346/published-paper-containing-well-known-results,14,1469,2019-07-13
482,https://academia.stackexchange.com/questions/134525/why-do-funding-agencies-like-the-nsf-not-publish-accepted-grants,14,2076,2019-08-11
483,https://academia.stackexchange.com/questions/134780/gofer-work-in-exchange-for-letter-of-recommendation,14,5135,2019-08-16
484,https://academia.stackexchange.com/questions/135305/why-is-explainability-not-one-of-the-criteria-for-publication,14,2802,2019-08-27
485,https://academia.stackexchange.com/questions/137081/what-sets-top-universities-apart-from-mediocre-universities-in-continental-e,14,703,2019-09-13
486,https://academia.stackexchange.com/questions/137293/how-do-i-politely-tell-a-student-to-take-a-shower,14,3750,2019-09-17
487,https://academia.stackexchange.com/questions/137307/asking-an-expert-in-your-field-that-you-have-never-met-to-review-your-manuscript,14,3793,2019-09-18
488,https://academia.stackexchange.com/questions/137918/should-i-finish-my-phd,14,2435,2019-10-02
489,https://academia.stackexchange.com/questions/140110/where-does-the-budget-surplus-of-a-conference-go,14,1499,2019-11-15
490,https://academia.stackexchange.com/questions/140205/how-do-you-advise-an-early-career-researcher-who-has-an-unrealistic-opinion-of-t,14,1573,2019-11-18
491,https://academia.stackexchange.com/questions/122741/how-to-phrase-omissions-correctly-in-a-thesis,13,1627,2019-01-08
492,https://academia.stackexchange.com/questions/122950/if-my-research-is-addiction-related-can-i-tell-the-professor-i-have-first-hand,13,418,2019-01-11
493,https://academia.stackexchange.com/questions/123380/professor-wants-me-to-accept-his-schools-offer-early,13,1862,2019-01-19
494,https://academia.stackexchange.com/questions/123522/citing-a-rejected-paper-in-related-work,13,2721,2019-01-21
495,https://academia.stackexchange.com/questions/123902/does-a-prestigious-internship-at-google-help-for-phd-programs-in-computer-scie,13,6678,2019-01-28
496,https://academia.stackexchange.com/questions/124118/how-important-is-it-to-have-publications-to-get-a-math-postdoc,13,3264,2019-01-31
497,https://academia.stackexchange.com/questions/124534/how-to-deal-with-my-results-being-stolen,13,1265,2019-02-07
498,https://academia.stackexchange.com/questions/125465/is-there-a-celebrity-culture-in-academia-and-should-we-discourage-it,13,1392,2019-02-23
499,https://academia.stackexchange.com/questions/125874/how-to-properly-claim-credit-for-peer-review,13,4192,2019-03-03
